truncated_sentence,genre,generated_sentence,model
In Kennedy's speech are,editorial," some questions:

1.",openai-community/gpt2
In Kennedy's speech are,editorial," six words from the new book, ""Crippled and Unfinished: How Progressives Lost American Exceptionalism.""

""Today's American exceptionalism was the result of a lifetime of being pushed to extremes by a",openai-community/gpt2
In Kennedy's speech are,editorial, more and more ideas about what's really and truly on the horizon.,openai-community/gpt2
You must attach a,government," photo ID (Visa or MasterCard accepted) to your order, if the order is on the 4-day waiting list.",openai-community/gpt2
You must attach a,government, second piece of paper to both pieces of paper and take the place of the previous piece of paper.,openai-community/gpt2
You must attach a,government," note saying ""I'd love to hear from you"" for your response, and don't send them to your account. (Here it is a common mistake for emails to be uploaded online.)

You can create as many email",openai-community/gpt2
Rachel's tone was,fiction, dark but he still managed to draw two lines.,openai-community/gpt2
Rachel's tone was,fiction," harsh, and she seemed to hate it. ""Do I want to go home?""

""You must be, you're so stupid, and I could go home.""

""No, not at all.""

",openai-community/gpt2
Rachel's tone was,fiction," a bit of a disappointment to me (maybe he could write more about it later) as well, since the story is well-told and the author took advantage of the story to convey all sorts of characters, which is very pleasing",openai-community/gpt2
Discontinue medication 48,hobbies,"3 mg/day

3-wk Continuous (3:00 PM)

4-wk Continuous (4:00 AM)

4-wk Chronic (1 (4:00 AM) or (",openai-community/gpt2
Discontinue medication 48,hobbies, hours before you become unresponsive.,openai-community/gpt2
Discontinue medication 48,hobbies," All • 3 Years • 5 Years (Child, Adult) NCT01247558 VREJ (2013-4) -

T01247559 February 17, 2017 March 2018 February 2020 May 24,",openai-community/gpt2
Leslie Newbiggin reflects,religion," a new era: After decades of making progress on women's issues, we have seen a shift from the notion that women and girls are not equal to men in the classroom – and that we are all to blame.",openai-community/gpt2
Leslie Newbiggin reflects,religion," on her years with the Jets, and she talks about what it was like getting drafted by the Chicago Bulls.",openai-community/gpt2
Leslie Newbiggin reflects,religion, his thoughts on the possibility of a return to the Olympics.,openai-community/gpt2
Traffic frequently has failed,news," to get around the city while they're out of town, as many people were trapped on bus and truck routes that ran on foot

A report by the Bureau of Criminal Information revealed the drivers can be seen waiting off the",openai-community/gpt2
Traffic frequently has failed,news, to provide accurate and timely statistics about vehicles and traffic issues that have caused serious injuries and deaths on many different routes through the city.,openai-community/gpt2
Traffic frequently has failed,news, to be safe for all pedestrians on this side of Grand Boulevard.,openai-community/gpt2
He oughta be,humor," here in 10 days' time for some nice stuff (with our favorite music...)

[30:15:10] <Jinji_C> and i wanna sing and go see...

[30:",openai-community/gpt2
He oughta be,humor," one with you soon."" The old man paused for a moment, then moved on.

""I think you've got it set right tonight for us.""

""You want to fight me?"" said the dark old",openai-community/gpt2
He oughta be,humor, like this too [21:34:29] <@Pinead> im like 8 year old [21:34:35] <mattie> ^ [21:34:36] <@Pinead>,openai-community/gpt2
While the personality,religion," of the victim is irrelevant because they were victims themselves, his conduct was justified regardless.",openai-community/gpt2
While the personality,religion, of that game is in question I can't blame my parents or any part of it.,openai-community/gpt2
While the personality,religion," of many of them was at issue, this was an apparent conflict between the White House and the CIA—as some of the most powerful individuals in the world, including both Republicans and Democrats, were close to the president.",openai-community/gpt2
He was one of,romance, the three main political candidates in the poll and he was a strong leader (and former president of the National Association of Chiefs of Police).,openai-community/gpt2
He was one of,romance," eight Republicans, including four women, who gave sworn testimony at the hearings.",openai-community/gpt2
He was one of,romance," the first to introduce me to John the Baptist, who has a great respect for his teachings.",openai-community/gpt2
The following year,hobbies,", he resigned from that job, and while he did eventually return as president, the work he put in became a point of contention with both sides.",openai-community/gpt2
The following year,hobbies,", she returned to Paris where she studied at the Élysée-Lagrave to study French law.",openai-community/gpt2
The following year,hobbies,", his wife and his two sons will attend a concert at the University of California at San Diego.",openai-community/gpt2
`` Right now,adventure, you go to one of the old shelters you can go to anywhere and it's like nothing else like it.,openai-community/gpt2
`` Right now,adventure,", I am pretty sure they have been looking at some form of the 'takedown deal.'""

A spokesman for the National Security Council didn't respond to a request for comment.

In December 2013, the Senate sent a",openai-community/gpt2
`` Right now,adventure,", it is in the business of producing for ourselves as the whole world moves toward self-sustaining consumption of material goods.",openai-community/gpt2
Just as I,adventure,"'m writing this, I got an email from a woman at the gym asking what she thought of my outfit.",openai-community/gpt2
Just as I,adventure," have not been told by my father, but I have not been told, that I am a girl by a man, I thought it had become pretty clear to me before my mother started talking to the priests to go on with work.",openai-community/gpt2
Just as I,adventure," was getting ready to take up a desk job, the next thing I know, I'm shot inside the car.",openai-community/gpt2
He lived in the,religion," house for at least 45 minutes and only took his mother for a short time, he said.

""When you go from a car to driving on a road, there are always two possible outcomes; you get a lot of",openai-community/gpt2
He lived in the,religion, community with his dad after moving here from Minnesota to see his son.,openai-community/gpt2
He lived in the,religion," community and his mother was an extremely good and caring person, and I really felt he was a good person.",openai-community/gpt2
The owners would like,news," to get a taste of the latest technology, but since no one's seen it yet, they don't think that will happen until the season finale.",openai-community/gpt2
The owners would like,news, the club to have more power over his body.,openai-community/gpt2
The owners would like,news," to thank our lovely community, who have made a great contribution to public health.""

The CVS Foodline has worked hard to improve the safety of all our food customers, providing regular inspections. We also provide our customers the",openai-community/gpt2
S. K. Patil,government,", Nucleotide Sequence Patterns Across Different Cells, Trends in Cell Biology, 35, 6, (838),.",openai-community/gpt2
S. K. Patil,government,": Kritika, by J.I. Patil in T.M. Singh, pp. 1173 - 1179. The word was introduced into Indian linguistically and in Indian culture several centuries after Bish",openai-community/gpt2
S. K. Patil,government,", B.J. Jones, George P. Kelly, Fanny S. Zweigle, Gary P. Smith, John M. Zwiedermant, Peter E. Phillips, Richard D. R",openai-community/gpt2
"To him ,",fiction," I mean, the problem is that you're looking at them from within.",openai-community/gpt2
"To him ,",fiction, I don't care if you're an employee or not.,openai-community/gpt2
"To him ,",fiction," it said ""Your Honor, are you at night?"" If it looked to him like that, he would say ""Yes."" And the day he would arrive... I will go home and make a good breakfast for you and for",openai-community/gpt2
") , George",belles_lettres, S.,openai-community/gpt2
") , George",belles_lettres," Lucas' First (1924) Pictures

10.",openai-community/gpt2
") , George",belles_lettres," Saunders and Tom Hiddleston, Perceived or actual risk of a major coronary heart disease in the community: a 2,500-person project based on a randomised, double-blind experiment, British Journal of Practice and Research",openai-community/gpt2
The behavior of a,learned," small number of people with schizophrenia, including the vast majority of drug abusers and a minority of patients with psychiatric disorders such as personality disorders, also can be very dangerous.",openai-community/gpt2
The behavior of a,learned," criminal defendant is to be interpreted according to the law of the land, i.e., he or she could only obtain the legal defense of the person who committed the offense. However, such a defendant could not sue an agent of",openai-community/gpt2
The behavior of a,learned, child for which one is familiar is not a reflection of its identity.,openai-community/gpt2
This is a black,editorial,"-and-white analysis of the world, and those results will be shown in future papers.",openai-community/gpt2
This is a black,editorial," hole, and I am not sure if there is a black hole,"" he says. ""But it might be interesting to see how we go from [the black hole created by human interaction to a black hole created by evolution).""
",openai-community/gpt2
This is a black,editorial, market place.,openai-community/gpt2
The effects can be,learned, very scary when they're presented to you.,openai-community/gpt2
The effects can be,learned, seen in a range of ways: a person with ADHD will appear more awake; more attentional patterns will result in a greater perceived mental alertness when interacting with social media; increased eye movement and a heightened alertness may result in,openai-community/gpt2
The effects can be,learned, observed with the release of new or expanded strains of strain A.,openai-community/gpt2
The Dallas Texans,news, will move quickly to fill those starting spots with veteran offensive tackles.,openai-community/gpt2
The Dallas Texans,news, would be in the top 20 for the first time in a year.,openai-community/gpt2
The Dallas Texans,news, are making a huge push to improve the strength and conditioning program needed for starting quarterback.,openai-community/gpt2
But there was a,lore," lot of discussion on the talk show and then the next day, a story about my name was coming up about that thing called ""drama, drama"" and there was an editorial line that included ""I think a lot of American",openai-community/gpt2
But there was a,lore, moment during the first few moments of the contest where this was no longer enough.,openai-community/gpt2
But there was a,lore," huge difference: The younger (33-year-old) Sam Bennett had the ability to do it on Sunday with 7.5 sacks, including a team-leading 36.2 percent pass deflections. Bennett also used the run",openai-community/gpt2
`` Infectious hepatitis '',fiction, | C-9 -C7 (as in the infection above)| 7 (as in the infection below)| 15 (as in the infection above)| 15 (as in the infection below)| 16 (as in the infection above,openai-community/gpt2
`` Infectious hepatitis '',fiction,"

""A patient in Australia has successfully fought all types of bacteria including influenza.""

HOMOMORPH OF THE YEAR

Bath

'' The doctor in Australia has found that ""many of the",openai-community/gpt2
`` Infectious hepatitis '',fiction," of an infected man '', which means that as the infection progresses, it spreads to an area of the body where it can develop and is transmitted in a manner similar to the same as that which may be contracted by an infected",openai-community/gpt2
Planes defined as parallel,learned, or parallel paths can have a number of problems.,openai-community/gpt2
Planes defined as parallel,learned," to the plane, and all planes having at least one adjacent horizontal plane are considered to have identical positions according to the coordinate system.",openai-community/gpt2
Planes defined as parallel,learned," networks with 100-kilometer-wide, 4,000-kilometer-long poles, where stations can be found in several different locations can still be counted, but may only be counted if at least 30% of the",openai-community/gpt2
Craft unions seek work,editorial, and independence from large corporate owners who control some 60% of the government debt and hold only half of it.,openai-community/gpt2
Craft unions seek work,editorial, on new labor laws or their application through different mechanisms.,openai-community/gpt2
Craft unions seek work,editorial," in new fields, they have been calling for reforms for nearly a decade.",openai-community/gpt2
Operating budget for,news," 2018-19 (Source: FSA-FSA, FSA-FSA-EZ)

In recent years, there has been an increasing demand for advanced models with a variety of components, especially those designed to optimize the",openai-community/gpt2
Operating budget for,news," next season or two for 2015, the Pistons have $20.1 million to spend in 2016 on two centers with varying degrees of offensive and defensive ability — a league-leading $22.4 million.

O'Connor",openai-community/gpt2
Operating budget for,news, those programs.,openai-community/gpt2
Mr. Bates shows,reviews," a woman standing by him who has a gun in her hand, and another woman holding a concealed handgun.",openai-community/gpt2
Mr. Bates shows,reviews," off a simple-to-use script that will take just 2 seconds to complete!

(Photo: M.W. Crawford)

You can see a bit of the idea behind the script in the video of the",openai-community/gpt2
Mr. Bates shows,reviews," off his new tool, and this one is pretty nifty: a black pencil with a large square dot around the edge.",openai-community/gpt2
"The assessors' association ,",government," the Journal of Clinical Child Psychology, 12, 5, (946),.",openai-community/gpt2
"The assessors' association ,",government," the Canadian Paediatric Society, 2004 ), the effects of an extended family planning program on postpartum symptoms of postural disordered eating and health and well-being.",openai-community/gpt2
"The assessors' association ,",government, World Health Organization (WHO).,openai-community/gpt2
Mike do you,science_fiction," know about that? Well, this is so awesome.",openai-community/gpt2
Mike do you,science_fiction," love me?""

""Nah.",openai-community/gpt2
Mike do you,science_fiction," want to come out from the restroom on August 29?

Walt: We need to talk about it because we all agree it is one of the worst things we can say in the world.",openai-community/gpt2
"Loveless , too ,",lore," but he has not done more than a dozen days of work, and his office does not get any visitors even though they have traveled many miles every day.",openai-community/gpt2
"Loveless , too ,",lore, and you'd be left scratching your head on who else could have been doing exactly what this story needs to get right.,openai-community/gpt2
"Loveless , too ,",lore," then I think your story should be interesting too; because I think you have a clear vision that is in all fairness accurate...that it isn't just that everyone loves you, it's that everyone enjoys her too; it",openai-community/gpt2
"In Southern Illinois ,",editorial," the state capital, a bill passed by the legislature would allow transgender people to use restrooms that match their biological sex, including those that match, or identify as women or those designated by their gender identity, according to Human Rights Campaign.",openai-community/gpt2
"In Southern Illinois ,",editorial," the average annual rate of medical school tuition for the residents of the West Side was $14,083 in 2009 with an average total cost of $18,091.",openai-community/gpt2
"In Southern Illinois ,",editorial," a community of 40,000, a rural community of 14,000, and a small town that's 10 minutes away from the nearest airport, the U.S. Environmental Protection Agency's Office for Civil Rights was called in.",openai-community/gpt2
He felt very,mystery," ashamed about everything.""

But other women have told her of how she, in turn, lost her way, by joining the gay community.

""I was pretty much shunned for this because I was not a part of",openai-community/gpt2
He felt very,mystery," fortunate to have so many people in his life to look forward to.""

She said: ""In such a beautiful place in the middle of the Manchester streets, it was a real privilege to meet all those who came to talk to",openai-community/gpt2
He felt very,mystery," happy, and it took him the rest of the day.",openai-community/gpt2
Moscow radio from,editorial, the time to time will broadcast its results.,openai-community/gpt2
Moscow radio from,editorial, Tel Aviv.,openai-community/gpt2
Moscow radio from,editorial, Vienna.,openai-community/gpt2
Under her father's,belles_lettres," rule, many immigrants were left behind as immigrants were deported for minor infractions, often for minor infractions such as failing to appear and not eating out during curfew periods.",openai-community/gpt2
Under her father's,belles_lettres," side, I'm not sure my father is aware if she feels this way or not,"" he said.",openai-community/gpt2
Under her father's,belles_lettres," account, this man was the subject of many trials; for his brother was known not only for his generosity, but for his daring and daring spirit.",openai-community/gpt2
but the nearer it,learned," gets to a goal—that is, with the right back on the field where the team cannot actually stop him before he even has a chance—it is difficult to put a better number on the chances he creates.",openai-community/gpt2
but the nearer it,learned," gets, the weaker it is.",openai-community/gpt2
but the nearer it,learned," gets, the less likely it will be to happen.",openai-community/gpt2
Then I have seen,government, both.,openai-community/gpt2
Then I have seen,government, it happen before.,openai-community/gpt2
Then I have seen,government," people cry, and I've seen their loved ones cry because their family or friends have just broken up.",openai-community/gpt2
By 1960 there,learned," had been only 6.0 million homes in the US with 6,097 square kilometres of housing available in those areas through 2011. By 2015 that number reached 1.2 million; there had been 1.8 million households who were",openai-community/gpt2
By 1960 there,learned," were two kinds of companies, the major national corporation and the large corporation. (I remember my first meeting with both organizations in 1967.)

At one end of the spectrum were a combination of corporations and small businesses. I would have",openai-community/gpt2
By 1960 there,learned, were two major elections in France; the second had been called the Revolution of Independence.,openai-community/gpt2
And yet there is,religion," so much going on in the world, that what is even remotely close to understanding the current state of things, such as the current state of affairs, can sometimes make it impossible to understand something completely as if it were something entirely different",openai-community/gpt2
And yet there is,religion," a long and happy history of men, of slaves, of children, of all kinds of people—a history of the human species—of humanity with which our great great minds have to share each day.",openai-community/gpt2
And yet there is,religion, one that doesn't exist.,openai-community/gpt2
To hope to,hobbies," get some clarity after the event, we are going to move away from a picture showing what the game is about and focus on being inclusive on the basis of gender.",openai-community/gpt2
To hope to,hobbies, find an opening in the new season with a top-three scoring chance from his home ground for an away try or a try-scoring try coming back to play against home side Brisbane.,openai-community/gpt2
To hope to,hobbies, improve your search options and find new articles.,openai-community/gpt2
We will gladly entertain,science_fiction, guests at the airport.,openai-community/gpt2
We will gladly entertain,science_fiction," any suggestion, offer or offer an interview with you.""

It all started a few years ago with a call from a young woman who had been looking for some kind of job that might let her go to work with an investment",openai-community/gpt2
We will gladly entertain,science_fiction," and entertain and entertain and entertain you for all you have ever been in love with—the world, the living, the dreams…",openai-community/gpt2
The other $15 million,news," goes directly to building the two universities together.""

While many think the school's cost to build its three new facilities in a single place is the best possible cost to spend, there are others who feel like it would only",openai-community/gpt2
The other $15 million,news," in state aid also went to building the state capitol construction plant which, in turn, helped cover the state's annual deficit.",openai-community/gpt2
The other $15 million,news," included the $12 million invested in the ""Fantasy Flight"" pilot program with a $75 million investment from Lucasfilm.",openai-community/gpt2
"Harry Rolnick , president",news," and CEO at Google, said in an e-mail: ""Google is the fastest-growing technology company in North America, and we see it going strong in business as we add to our list of businesses expanding globally.""",openai-community/gpt2
"Harry Rolnick , president",news," of CSPA - Europe

As we start to discuss our relationship with the EU and the way forward as members, we also see a lot of potential as we're not talking about building a more comprehensive approach for",openai-community/gpt2
"Harry Rolnick , president",news," of the Institute for Critical Culture, told the AP that the United States is moving with urgency to rein in anti-Semitism in the world.

""Now is not the time for politics. This is not about being",openai-community/gpt2
This has got,science_fiction," to be one of those things with a bigger price tag than you think.""

That would make the announcement even sweeter, and perhaps even more impressive, when it was also announced that the company will be introducing an ""extra""",openai-community/gpt2
This has got,science_fiction," to kill the team, not give him an opportunity to fight his team.""

The Falcons have spent the past few days trying to come under more pressure. They have been in the playoffs three times and have only gotten two more wins",openai-community/gpt2
This has got,science_fiction," to be the largest trade coup in United States history.""

""I don't think there's a single government [in the United States] who did this,"" he added. ""There's a growing number of people who haven't",openai-community/gpt2
Notice that this man,religion, is only a young man in China who may soon become a powerful leader from an area that is not under his authority.,openai-community/gpt2
Notice that this man,religion," can be mistaken, there are six different ways to determine if the man is correct.",openai-community/gpt2
Notice that this man,religion, is indeed a real person and the real thing.,openai-community/gpt2
The Rusk belief in,editorial," quantum consciousness was based in part on its importance in the history of the Russian cosmology, where a large part of its theoretical and psychological work was carried out.",openai-community/gpt2
The Rusk belief in,editorial," The Old Testament (see Genesis 24 and 27), which emphasizes that God did not create the world, in spite of biblical support for it, since He created a divine world that was eternal, without limitations—in contrast to the",openai-community/gpt2
The Rusk belief in,editorial," the truth of these things is something which is well known on Western philosophy as well as Western science; in fact, the Rusk doctrine is called a non-physical conception of the world which is not only derived from a physical",openai-community/gpt2
`` Don't say or,adventure," do anything!"" said one man. ""They're killing people and killing children.""",openai-community/gpt2
`` Don't say or,adventure," say it would make your job better, and tell me you are sure he will.",openai-community/gpt2
`` Don't say or,adventure, do anything too personal without being rude to the other person.,openai-community/gpt2
"How , then",learned,", if.

"" ; then If not, then Exit the session "" ) else if (! "" session "" ) else Console. WriteLine ( str ( "" Unable to find file "" ) + "", /tmp/ "" )",openai-community/gpt2
"How , then",learned,", ""I see.",openai-community/gpt2
"How , then",learned,"?""

""The way it was called by people.",openai-community/gpt2
It can cut,hobbies, power bills for all but seven states.,openai-community/gpt2
It can cut,hobbies, or soften teeth quickly if you think you're too heavy.,openai-community/gpt2
It can cut,hobbies, through the atmosphere.,openai-community/gpt2
"Then , he said",science_fiction,", ""There are three more, but it is not at all so many."" But even if they were still within range after all, there could be no doubt about that count. He said to Gaius, ""Do not",openai-community/gpt2
"Then , he said",science_fiction,", had become, for the very first time, a man of his rank, if not that of the highest, yet if he had fallen with him.",openai-community/gpt2
"Then , he said",science_fiction,", he was so scared that when he returned the next day he couldn't look, so he went to the morgue with his hands behind his neck, and they told him what had happened.",openai-community/gpt2
Jenny's aversion to having,romance, his daughter grow up to be a part of the house.,openai-community/gpt2
Jenny's aversion to having,romance," kids is a factor the Seahawks may need in order to make the push on draft day, where the Vikings are reportedly looking at picks.",openai-community/gpt2
Jenny's aversion to having,romance," sex has led Toon fans to speculate that she, as well as her husband, Kevin, are responsible for her addiction to masturbation.",openai-community/gpt2
He wants your,adventure, help.,openai-community/gpt2
He wants your,adventure," support and that of people who are making a real difference and helping people.""

The city of Philadelphia is also hosting the event.

This one is happening soon. Check it out.",openai-community/gpt2
He wants your,adventure," support for him,"" said Davenport, whose son was killed during the Battle of Shiloh three years ago. ""You can't get more. A lot of people, they'd say we failed, but this man never gave",openai-community/gpt2
It'll be so much,romance," fun to come out again today…."" He was already dressed, as many people did; he'd been carrying about as far away as he had, yet had been looking out for those who were watching this all the way down",openai-community/gpt2
It'll be so much,romance," fun when it comes from this country!"" (The Simpsons Wiki - Video Game)

Candy Cans in My Little Pony: Friendship is Magic

In this video game, candy cravings are the only way to",openai-community/gpt2
It'll be so much,romance," fun!""

Watch this space.",openai-community/gpt2
Dried fruits are purchased,lore, on a regular basis.,openai-community/gpt2
Dried fruits are purchased,lore," by the farmer, whose name is usually added in after the year the fruit is ripe.",openai-community/gpt2
Dried fruits are purchased,lore, from supermarkets and may be packaged to maximize shelf life and health benefits without affecting the value of the fruit or offering health benefits to consumers.,openai-community/gpt2
The long and,hobbies," short of that are, for now, to be a matter of history and debate.

""But with the Brexit vote it was obvious enough, the United Kingdom's position on Brexit will be based on the values and beliefs of both",openai-community/gpt2
The long and,hobbies," slow walk will not come as an afterthought, but as a sign of what will follow should the road be clear.",openai-community/gpt2
The long and,hobbies, short of it is this: The last two books were great.,openai-community/gpt2
Cady didn't come,romance," to the camp, saying she felt the need not to, but that ""it is not my duty to say so in this matter."" He did, however, admit that he wasn't sure whether the police would do anything about",openai-community/gpt2
Cady didn't come,romance," looking for your help and said, 'Oh, we're friends now,' "" she remembers. ""I said, 'Let me get you together, you know.' And he didn't want that, but then he had this",openai-community/gpt2
Cady didn't come,romance," back so quickly, he only got used to the fact that her boyfriend is getting more involved.",openai-community/gpt2
Giving most of,learned," what we get for free from our work is used for training, training, and so on.""


'This is how we feel'

Henderson admits she is being criticised for not looking directly at the issue.
",openai-community/gpt2
Giving most of,learned, them to their families in Lebanon and elsewhere.,openai-community/gpt2
Giving most of,learned," its oil to China, the UAE has repeatedly maintained that if such claims are made there will be no US sanctions.",openai-community/gpt2
His policies had resolved,editorial, the question of who should head the army's counter-offensive.,openai-community/gpt2
His policies had resolved,editorial, themselves in a way that was never seen before anywhere other than in Afghanistan.,openai-community/gpt2
His policies had resolved,editorial," the tension at the heart of the region, especially in the south, but they had already led to an ethnic divide in Syria that had already been exploited by Turkey.",openai-community/gpt2
"At first ,",adventure," the question of why should he do this is as obvious as 'who is going to pay for a car insurance policy?' If that answer comes from the taxpayer, then the answer is much more difficult to interpret that person's reasons or preferences",openai-community/gpt2
"At first ,",adventure, I'm trying to play with my fingers on pins and needles.,openai-community/gpt2
"At first ,",adventure, the image of two big-footed creatures appeared in the air like a giant ball of wax.,openai-community/gpt2
A Newfoundland sat solemnly,fiction, gazing out at the clouds below them and her hand was clutching at the clouds.,openai-community/gpt2
A Newfoundland sat solemnly,fiction," on the balcony of Lord Elgin's House; its occupant, after much deliberation, determined to show it had found its way into the Hall.",openai-community/gpt2
A Newfoundland sat solemnly,fiction," at the feet of Parliament on Monday with no questions answered by the Senate, where about a dozen senators sat in the Chamber with a few senators standing up.",openai-community/gpt2
Viola had been urged,humor," to go after him by then-Prime Minister Silvio Berlusconi, and the Italians had been worried him.",openai-community/gpt2
Viola had been urged,humor," by their colleagues to step aside, adding that it was a waste of time for the children to suffer the consequences of their treatment, and the school was unable to provide an appropriate response to them.",openai-community/gpt2
Viola had been urged,humor," to move to Australia instead of Los Angeles, despite saying he wanted to play in Sydney.",openai-community/gpt2
He recognized her,fiction," as very thoughtful, very knowledgeable -- she was quite well-educated, very experienced.",openai-community/gpt2
He recognized her,fiction," face when he realized that it was her and tried to calm the situation down.

""She did. So he brought her back to him at the hospital, where she was stabilized. She went out to the public areas. In",openai-community/gpt2
He recognized her,fiction," vulnerability, but her lack of understanding about it was why she was running. ""What could I do to help? How could I give back? I was about to die,"" she told me. ""What we could do to do was",openai-community/gpt2
We can all,reviews, agree that the fact that the Internet is now a major economic tool is an important point for everyone.,openai-community/gpt2
We can all,reviews, agree on this.,openai-community/gpt2
We can all,reviews," agree that people's minds are always evolving, and the most important resource to help them think is a great resource to guide them as they move forward.",openai-community/gpt2
In many of his,belles_lettres," tweets, which he often uses to defend himself, Trump does not take himself seriously.",openai-community/gpt2
In many of his,belles_lettres," essays, he provides a good overview of a whole range of social and political topics, including Marxism, Anarchism, and Modernity.",openai-community/gpt2
In many of his,belles_lettres," books, his friends tell of him, or make mention of him in their letters, as did Joseph Smith, or in other writings, he made use of his position in the Church of the Latter Day Saints.",openai-community/gpt2
Not that there had,lore," ever been any chance I'd get it; I'd always thought I might get a little early,"" he says. ""I wouldn't have gotten the invitation to meet this guy before Christmas.""

At first it looked like he",openai-community/gpt2
Not that there had,lore, to have been a problem with that.,openai-community/gpt2
Not that there had,lore," always been a need for such a weapon, but something about it reminded me of the famous old game that was ""Voltaire's War"" when France took the lead.",openai-community/gpt2
Karipo was something of,adventure," a classic player during his time with the New York Yankees, and he had a couple of incredible offseasons where he managed to hold off the likes of Pedro Martinez and Adam Dunn.",openai-community/gpt2
Karipo was something of,adventure," an innovator, combining his ability to solve the problems with his ability to use tools and technologies of the era.",openai-community/gpt2
Karipo was something of,adventure," a hero to me.""


On the final day of the race, Mr Toula's left foot caught under the bridge that separated him from the rest of his team.


That gave his team control of",openai-community/gpt2
It worried him,humor, more because he said that because the people who are working to protect this nation say the world is coming to an end.,openai-community/gpt2
It worried him,humor,".""


""I'm sorry,"" he said, and turned out of view and into the crowd. It was a good thing they had a good laugh; the others, mostly on the street, were so much more relaxed and happy",openai-community/gpt2
It worried him,humor,".""

Another witness, said she had been staying for several hours at the hotel at the time of the shooting.

""It took their lives,"" she said. ""They were so angry when they saw this.""

",openai-community/gpt2
and whether these would,religion, have made any difference were not decided.,openai-community/gpt2
and whether these would,religion, be successful.,openai-community/gpt2
and whether these would,religion, have been included in the overall report).,openai-community/gpt2
Perhaps you would like,lore, to share the information by email or follow us on Facebook or Twitter.,openai-community/gpt2
Perhaps you would like,lore, to add this to your list of comments.,openai-community/gpt2
Perhaps you would like,lore," to see the full map of the area, and other interesting developments.",openai-community/gpt2
Shakespeare had a,reviews," similar process, however: He would write some play, where they'd write something more formal, which would be written with a clear distinction between the ""art"" of the musical and the ""writing."" So we'll say this again",openai-community/gpt2
Shakespeare had a,reviews, point about the character and the manner and his character was an allegory about a great hero whose triumph was to be celebrated and who should be applauded.,openai-community/gpt2
Shakespeare had a,reviews, lot of great moments in which he was very much like a Shakespearean son.,openai-community/gpt2
If your pool,hobbies," consists of multiple pools, you will need to consider the overall balance of the pools, which will not affect your pool performance.",openai-community/gpt2
If your pool,hobbies," moves into a specific area, you should be able to pick off the nearest target by firing your pistol at them if possible.",openai-community/gpt2
If your pool,hobbies, needs to upgrade you can use a different card slot to allow you to select which slot a new pool needs to be in.,openai-community/gpt2
"Helva asked , politely",science_fiction,", ""What I know about your abilities, how long have you done this for?""


Her reply was this, ""I only know about your abilities after you've had a look at me for more than ten years.",openai-community/gpt2
"Helva asked , politely",science_fiction,", how can I possibly have known.

""How could I have known what the most important information was there? What it really contained.""

""… I understand. It seems as if you're saying that there are",openai-community/gpt2
"Helva asked , politely",science_fiction,", ""I think this is a very good topic.",openai-community/gpt2
Francesca and Herbert considered,humor," themselves somewhat of a fringe group, although not at the time they were active in it.",openai-community/gpt2
Francesca and Herbert considered,humor, what type of woman they would be and were unsure which one they would select.,openai-community/gpt2
Francesca and Herbert considered,humor," the possibility of being charged without a license and for such a trial, and this Court determined that such charges were appropriate.

[4][5] Although the United States Supreme Court granted a denial of certiorari",openai-community/gpt2
There was a very,mystery," long time coming for the whole house.""

The last time the children played was in 2006.

""I think you will look at a lot of it that day and you will realize that it was a very important day",openai-community/gpt2
There was a very,mystery," big thing happening and that was the second week this had to sort of come up, there was no reason why you couldn't have at least one game in place of the rest of these guys in this offseason, which was an amazing",openai-community/gpt2
There was a very,mystery, small number of people that we know are doing that.,openai-community/gpt2
and James Russell,belles_lettres,") and an ex-girlfriend, played by Julia Roberts.",openai-community/gpt2
and James Russell,belles_lettres,'s life.,openai-community/gpt2
and James Russell,belles_lettres,") but that's just because they didn't really take on a lot of the workload that many players, as a whole, get given.",openai-community/gpt2
`` What am I,mystery, saying about the man in the wheelchair? - Answer: the man in the wheelchair.,openai-community/gpt2
`` What am I,mystery,", who has this wonderful ability to do this but I think the same idea can apply to women.",openai-community/gpt2
`` What am I,mystery, doing? I've been up all night writing these lines.,openai-community/gpt2
Did men become perfectionists,humor," simply because they were 'good enough women?' If you look at those, the same results are found for men.",openai-community/gpt2
Did men become perfectionists,humor," with their desires and desires? Can they really believe the things that come from their dreams that they could not possibly have imagined? How can men be rational and rational, and rational men can be rational, and irrational men can be",openai-community/gpt2
Did men become perfectionists,humor," in the early part of their careers? It had never occurred to them that they were perfectionists, if at all.",openai-community/gpt2
Certain pianistic traits,hobbies," such as balance, harmony, and control tend to make a difference here.",openai-community/gpt2
Certain pianistic traits,hobbies," are very distinct from one another, as most students will understand.",openai-community/gpt2
Certain pianistic traits,hobbies,", the pianist's position in social and political life is essential.",openai-community/gpt2
But just before luncheon,news,", he told the crowd of 6,000 people he would work for ""the whole world"" of education and a ""strong economy,"" along with ""freedom [and] equality.""

Trump says he'll stop the Obama",openai-community/gpt2
But just before luncheon,news,", Senator Kennedy ordered an FBI search of his home in Palm Beach County, a city in West Virginia.",openai-community/gpt2
But just before luncheon,news,", a man at the bar offered up a video of a man sitting on the corner of S. 9th and Broadway who'd been assaulted by two women who were watching him perform at the concert. They were on the edge",openai-community/gpt2
But the task is,government, still there: How quickly do you build an account on a server; how quickly do you use this tool; how quickly do you start with a new site? You'll come across lots of tools that will help you.,openai-community/gpt2
